1873	B	830
1874	B	781
1875	P	4666
1876	B	687
1877	B	707
1878	P	4385
1879	B	516
1880	B	361
1881	P	3468
1882	B	843
1883	B	820
1884	P	4465
1885	B	531
1886	B	582
1887	P	4345
1888	B	372
1889	B	498
1890	P	3430
1891	B	612
1892	B	691
1893	P	3480
1894	B	1121
1895	B	402
1896	IDR	11550
1897	B	822
1898	B	923
1899	P	7017
1900	B	537
1901	B	1405
1902	P	3837
1903	B	901
1904	B	896
1905	P	5119
1906	B	1004
1907	B	823
1908	P	4699
1909	B	917
1910	B	1056
1911	P	4684
1912	B	516
1913	B	566
1914	P	4078
1915	B	776
1916	B	777
1917	P	4154
1918	B	1512
1919	B	854
1920	IDR	11025
1921	B	1049
1922	B	1026
1923	P	5138
1924	B	636
1925	B	575
1926	P	3385
1927	B	550
1928	B	457
1929	P	4269
1930	B	781
1931	B	878
1932	P	4934
1933	B	840
1934	B	909
1935	P	4307
1936	B	580
1937	B	491
1938	P	3858
1939	B	676
1940	B	729
1941	P	4210
1942	B	1184
1943	B	492
1944	IDR	11282
1945	B	564
1946	B	516
1947	P	3381
1948	B	508
1949	B	808
1950	P	8276
1951	B	670
1952	B	698
1953	P	3247
1954	B	1132
1955	B	1148
1956	P	5214
1957	B	901
1958	B	473
1959	P	4742
1960	B	451
1961	B	905
1962	P	4073
1963	B	1192
1964	B	1017
1965	P	5297
1966	B	1614
1967	B	983
1968	IDR	6878
1969	B	905
1970	B	697
1971	P	3922
1972	B	718
1973	B	706
1974	P	3667
1975	B	771
1976	B	635
1977	P	4601
1978	B	505
1979	B	556
1980	P	2887
1981	B	837
1982	B	650
1983	P	4867
1984	B	455
1985	B	443
1986	P	3920
1987	B	478
1988	B	439
1989	P	4045
1990	B	581
1991	B	209
