time,vehicle_id,x,y,z,speed,lon,lat
10,0_55,299.89,4699.03,59,0,9.720193762,52.36802738
10.1,0_55,299.87,4699.02,59,0.25,9.720193582,52.36802733
10.2,0_55,299.83,4698.99,59,0.51,9.720193223,52.36802716
10.3,0_55,299.76,4698.95,59,0.76,9.720192594,52.36802694
10.4,0_55,299.68,4698.9,59,1.02,9.720191876,52.36802667
10.5,0_55,299.57,4698.83,59,1.26,9.720190887,52.36802629
10.6,0_55,299.44,4698.75,59,1.47,9.72018972,52.36802585
10.7,0_55,299.3,4698.66,59,1.7,9.720188462,52.36802535
10.8,0_55,299.13,4698.56,59,1.96,9.720186935,52.3680248
10.9,0_55,298.95,4698.44,59,2.18,9.720185318,52.36802415
11,0_55,298.74,4698.32,59,2.42,9.720183431,52.36802349
11.1,0_55,298.53,4698.18,59,2.55,9.720181545,52.36802272
11.2,0_55,298.3,4698.04,59,2.68,9.720179479,52.36802195
11.3,0_55,298.05,4697.89,59,2.89,9.720177233,52.36802113
11.4,0_55,297.8,4697.72,59,3.05,9.720174987,52.3680202
11.5,0_55,297.52,4697.55,59,3.21,9.720172472,52.36801926
11.6,0_55,297.23,4697.37,59,3.43,9.720169867,52.36801828
11.7,0_55,296.93,4697.18,59,3.6,9.720167172,52.36801723
11.8,0_55,296.6,4696.98,59,3.81,9.720164207,52.36801614
11.9,0_55,296.26,4696.77,59,4.03,9.720161153,52.36801499
12,0_55,295.9,4696.54,59,4.24,9.720157919,52.36801372
12.1,0_55,295.52,4696.31,59,4.45,9.720154506,52.36801246
12.2,0_55,295.13,4696.06,59,4.69,9.720151002,52.36801109
12.3,0_55,294.71,4695.8,59,4.91,9.720147229,52.36800967
12.4,0_55,294.28,4695.53,59,5.09,9.720143367,52.36800818
12.5,0_55,293.83,4695.25,59,5.33,9.720139324,52.36800665
12.6,0_55,293.36,4694.96,59,5.46,9.720135102,52.36800506
12.7,0_55,292.89,4694.66,59,5.6,9.72013088,52.36800341
12.8,0_55,292.39,4694.35,59,5.85,9.720126388,52.36800171
12.9,0_55,291.88,4694.04,59,5.99,9.720121807,52.36800001
13,0_55,291.36,4693.71,59,6.21,9.720117136,52.3679982
13.1,0_55,290.81,4693.37,59,6.4,9.720112195,52.36799634
13.2,0_55,290.25,4693.02,59,6.63,9.720107164,52.36799442
13.3,0_55,289.67,4692.66,59,6.85,9.720101954,52.36799244
13.4,0_55,289.07,4692.28,59,7.04,9.720096564,52.36799036
13.5,0_55,288.67,4691.72,59,7.18,9.720092971,52.36798729
13.6,0_55,288.34,4691.05,59,7.44,9.720090007,52.36798361
13.7,0_55,288.01,4690.37,59,7.61,9.720087042,52.36797988
13.8,0_55,287.66,4689.66,59,7.83,9.720083898,52.36797599
13.9,0_55,287.31,4688.94,59,8.04,9.720080754,52.36797204
14,0_55,286.95,4688.2,59,8.22,9.72007752,52.36796798
14.1,0_55,286.58,4687.45,59,8.41,9.720074196,52.36796387
14.2,0_55,286.2,4686.68,59,8.57,9.720070783,52.36795964
14.3,0_55,285.82,4685.89,59,8.76,9.720067369,52.36795531
14.4,0_55,285.43,4685.08,59,8.97,9.720063866,52.36795087
14.5,0_55,285.03,4684.26,59,9.11,9.720060272,52.36794637
14.6,0_55,284.61,4683.42,59,9.36,9.720056499,52.36794176
14.7,0_55,284.2,4682.57,59,9.54,9.720052816,52.3679371
14.8,0_55,283.77,4681.69,59,9.78,9.720048954,52.36793227
14.9,0_55,283.33,4680.79,59,9.95,9.720045001,52.36792734
15,0_55,282.88,4679.88,59,10.21,9.720040959,52.36792234
15.1,0_55,282.42,4678.94,59,10.47,9.720036826,52.36791719
15.2,0_55,281.95,4677.98,59,10.62,9.720032604,52.36791192
15.3,0_55,281.87,4676.91,59,10.84,9.720031886,52.36790605
15.4,0_55,281.85,4675.81,59,11.06,9.720031706,52.36790002
15.5,0_55,281.83,4674.68,59,11.32,9.720031526,52.36789382
15.6,0_55,281.81,4673.53,59,11.46,9.720031347,52.36788751
15.7,0_55,281.79,4672.36,59,11.7,9.720031167,52.3678811
15.8,0_55,281.77,4671.17,59,11.89,9.720030987,52.36787457
15.9,0_55,281.75,4669.97,59,12.03,9.720030808,52.36786799
16,0_55,281.72,4668.75,59,12.2,9.720030538,52.3678613
16.1,0_55,281.7,4667.51,59,12.34,9.720030358,52.36785449
16.2,0_55,281.68,4666.25,59,12.59,9.720030179,52.36784758
16.3,0_55,281.65,4664.98,59,12.76,9.720029909,52.36784062
16.4,0_55,281.63,4663.69,59,12.92,9.72002973,52.36783354
16.5,0_55,281.61,4662.38,59,13.08,9.72002955,52.36782636
16.6,0_55,281.58,4661.07,59,13.15,9.72002928,52.36781917
16.7,0_55,281.56,4659.75,59,13.11,9.720029101,52.36781193
16.8,0_55,281.53,4658.44,59,13.17,9.720028831,52.36780475
16.9,0_55,281.51,4657.13,59,13.05,9.720028652,52.36779756
17,0_55,281.49,4655.82,59,13.13,9.720028472,52.36779037
17.1,0_55,281.46,4654.51,59,13.12,9.720028203,52.36778319
17.2,0_55,281.44,4653.2,59,13.08,9.720028023,52.367776
17.3,0_55,281.41,4651.89,59,13.08,9.720027753,52.36776882
17.4,0_55,281.39,4650.58,59,13.14,9.720027574,52.36776163
17.5,0_55,281.37,4649.27,59,13.09,9.720027394,52.36775445
17.6,0_55,281.34,4647.96,59,13.15,9.720027125,52.36774726
17.7,0_55,281.32,4646.65,59,13.09,9.720026945,52.36774008
17.8,0_55,281.29,4645.34,59,13.06,9.720026675,52.36773289
17.9,0_55,281.27,4644.03,59,13.14,9.720026496,52.36772571
18,0_55,281.25,4642.72,59,13.08,9.720026316,52.36771852
18.1,0_55,281.22,4641.41,59,13.08,9.720026047,52.36771134
18.2,0_55,281.2,4640.11,59,13.05,9.720025867,52.3677042
18.3,0_55,281.17,4638.8,59,13.06,9.720025597,52.36769702
18.4,0_55,281.15,4637.5,59,13.04,9.720025418,52.36768989
18.5,0_55,281.13,4636.19,59,13.07,9.720025238,52.3676827
18.6,0_55,281.1,4634.89,59,13.05,9.720024969,52.36767557
18.7,0_55,281.08,4633.57,59,13.12,9.720024789,52.36766833
18.8,0_55,281.06,4632.26,59,13.15,9.720024609,52.36766115
18.9,0_55,281.03,4630.95,59,13.05,9.72002434,52.36765396
19,0_55,281.01,4629.64,59,13.15,9.72002416,52.36764678
19.1,0_55,280.98,4628.33,59,13.07,9.720023891,52.36763959
19.2,0_55,280.96,4627.03,59,13.06,9.720023711,52.36763246
19.3,0_55,280.94,4625.72,59,13.08,9.720023531,52.36762528
19.4,0_55,280.91,4624.41,59,13.11,9.720023262,52.36761809
19.5,0_55,280.89,4623.09,59,13.16,9.720023082,52.36761085
19.6,0_55,280.86,4621.78,59,13.13,9.720022813,52.36760366
19.7,0_55,280.84,4620.48,59,13.05,9.720022633,52.36759653
19.8,0_55,280.82,4619.16,59,13.14,9.720022453,52.36758929
19.9,0_55,280.79,4617.85,59,13.12,9.720022184,52.36758211
20,0_55,280.77,4616.54,59,13.08,9.720022004,52.36757492
20.1,0_55,280.74,4615.23,59,13.13,9.720021735,52.36756774
20.2,0_55,280.72,4613.92,59,13.1,9.720021555,52.36756055
20.3,0_55,280.7,4612.61,59,13.09,9.720021375,52.36755337
20.4,0_55,280.67,4611.3,59,13.14,9.720021106,52.36754618
20.5,0_55,280.65,4609.99,59,13.11,9.720020926,52.367539
20.6,0_55,280.62,4608.68,59,13.05,9.720020657,52.36753181
20.7,0_55,280.6,4607.37,59,13.14,9.720020477,52.36752462
20.8,0_55,280.58,4606.06,59,13.05,9.720020297,52.36751744
20.9,0_55,280.55,4604.76,59,13.06,9.720020028,52.36751031
21,0_55,280.53,4603.45,59,13.04,9.720019848,52.36750312
21.1,0_55,280.5,4602.14,59,13.15,9.720019579,52.36749594
21.2,0_55,280.48,4600.83,59,13.1,9.720019399,52.36748875
21.3,0_55,280.46,4599.51,59,13.14,9.720019219,52.36748151
21.4,0_55,280.43,4598.21,59,13.04,9.72001895,52.36747438
21.5,0_55,280.41,4596.9,59,13.09,9.72001877,52.3674672
21.6,0_55,280.38,4595.59,59,13.13,9.720018501,52.36746001
21.7,0_55,280.36,4594.28,59,13.11,9.720018321,52.36745282
21.8,0_55,280.34,4592.97,59,13.06,9.720018141,52.36744564
21.9,0_55,280.31,4591.66,59,13.16,9.720017872,52.36743845
22,0_55,280.29,4590.34,59,13.12,9.720017692,52.36743121
22.1,0_55,280.26,4589.03,59,13.15,9.720017423,52.36742403
22.2,0_55,280.24,4587.71,59,13.17,9.720017243,52.36741679
22.3,0_55,280.22,4586.4,59,13.16,9.720017063,52.3674096
22.4,0_55,280.19,4585.08,59,13.17,9.720016794,52.36740236
22.5,0_55,280.17,4583.77,59,13.11,9.720016614,52.36739518
22.6,0_55,280.14,4582.46,59,13.1,9.720016345,52.36738799
22.7,0_55,280.12,4581.15,59,13.1,9.720016165,52.36738081
22.8,0_55,280.09,4579.84,59,13.13,9.720015896,52.36737362
22.9,0_55,280.07,4578.53,59,13.05,9.720015716,52.36736644
23,0_55,280.05,4577.22,59,13.11,9.720015536,52.36735925
23.1,0_55,280.02,4575.91,59,13.1,9.720015267,52.36735206
23.2,0_55,280,4574.6,59,13.09,9.720015087,52.36734488
23.3,0_55,279.98,4573.29,59,13.1,9.720014907,52.36733769
23.4,0_55,279.95,4571.99,59,13.08,9.720014638,52.36733056
23.5,0_55,279.93,4570.68,59,13.05,9.720014458,52.36732338
23.6,0_55,279.9,4569.37,59,13.08,9.720014189,52.36731619
23.7,0_55,279.88,4568.07,59,13.05,9.720014009,52.36730906
23.8,0_55,279.86,4566.75,59,13.15,9.720013829,52.36730182
23.9,0_55,279.83,4565.44,59,13.14,9.72001356,52.36729464
24,0_55,279.81,4564.13,59,13.14,9.72001338,52.36728745
24.1,0_55,279.78,4562.82,59,13.08,9.720013111,52.36728026
24.2,0_55,279.76,4561.5,59,13.16,9.720012931,52.36727302
24.3,0_55,279.74,4560.2,59,13.05,9.720012751,52.36726589
24.4,0_55,279.71,4558.89,59,13.07,9.720012482,52.36725871
24.5,0_55,279.69,4557.58,59,13.14,9.720012302,52.36725152
24.6,0_55,279.66,4556.27,59,13.09,9.720012033,52.36724434
24.7,0_55,279.64,4554.96,59,13.08,9.720011853,52.36723715
24.8,0_55,279.62,4553.65,59,13.09,9.720011674,52.36722997
24.9,0_55,279.59,4552.35,59,13.07,9.720011404,52.36722284
25,0_55,279.57,4551.03,59,13.16,9.720011224,52.3672156
25.1,0_55,279.54,4549.72,59,13.05,9.720010955,52.36720841
25.2,0_55,279.52,4548.42,59,13.08,9.720010775,52.36720128
25.3,0_55,279.5,4547.11,59,13.06,9.720010596,52.36719409
25.4,0_55,279.47,4545.8,59,13.08,9.720010326,52.36718691
25.5,0_55,279.45,4544.49,59,13.12,9.720010146,52.36717972
25.6,0_55,279.42,4543.18,59,13.12,9.720009877,52.36717254
25.7,0_55,279.4,4541.86,59,13.17,9.720009697,52.3671653
25.8,0_55,279.38,4540.56,59,13.06,9.720009518,52.36715817
25.9,0_55,279.35,4539.24,59,13.17,9.720009248,52.36715093
26,0_55,279.33,4537.93,59,13.14,9.720009068,52.36714374
26.1,0_55,279.3,4536.61,59,13.17,9.720008799,52.3671365
26.2,0_55,279.28,4535.3,59,13.1,9.720008619,52.36712931
26.3,0_55,279.26,4533.99,59,13.1,9.72000844,52.36712213
26.4,0_55,279.23,4532.69,59,13.06,9.72000817,52.367115
26.5,0_55,279.21,4531.37,59,13.12,9.72000799,52.36710776
26.6,0_55,279.18,4530.06,59,13.14,9.720007721,52.36710057
26.7,0_55,279.16,4528.74,59,13.16,9.720007541,52.36709333
26.8,0_55,279.14,4527.43,59,13.1,9.720007362,52.36708615
26.9,0_55,279.11,4526.13,59,13.06,9.720007092,52.36707902
27,0_55,279.09,4524.81,59,13.17,9.720006912,52.36707178
27.1,0_55,279.06,4523.51,59,13.07,9.720006643,52.36706464
27.2,0_55,279.04,4522.2,59,13.05,9.720006463,52.36705746
27.3,0_55,279.02,4520.89,59,13.08,9.720006284,52.36705027
27.4,0_55,278.99,4519.58,59,13.12,9.720006014,52.36704309
27.5,0_55,278.97,4518.28,59,13.06,9.720005834,52.36703596
27.6,0_55,278.94,4516.96,59,13.14,9.720005565,52.36702872
27.7,0_55,278.92,4515.65,59,13.12,9.720005385,52.36702153
27.8,0_55,278.9,4514.35,59,13.04,9.720005206,52.3670144
27.9,0_55,278.87,4513.04,59,13.07,9.720004936,52.36700722
28,0_55,278.85,4511.73,59,13.08,9.720004756,52.36700003
28.1,0_55,278.82,4510.42,59,13.1,9.720004487,52.36699284
28.2,0_55,278.8,4509.11,59,13.09,9.720004307,52.36698566
28.3,0_55,278.78,4507.8,59,13.09,9.720004128,52.36697847
28.4,0_55,278.75,4506.5,59,13.05,9.720003858,52.36697134
28.5,0_55,278.73,4505.19,59,13.13,9.720003679,52.36696416
28.6,0_55,278.7,4503.87,59,13.12,9.720003409,52.36695692
28.7,0_55,278.68,4502.56,59,13.09,9.720003229,52.36694973
28.8,0_55,278.66,4501.25,59,13.16,9.72000305,52.36694255
28.9,0_55,278.63,4499.94,59,13.12,9.72000278,52.36693536
29,0_55,278.61,4498.62,59,13.14,9.720002601,52.36692812
29.1,0_55,278.58,4497.31,59,13.1,9.720002331,52.36692093
29.2,0_55,278.56,4496.01,59,13.07,9.720002151,52.3669138
29.3,0_55,278.54,4494.7,59,13.11,9.720001972,52.36690662
29.4,0_55,278.51,4493.39,59,13.1,9.720001702,52.36689943
29.5,0_55,278.49,4492.08,59,13.11,9.720001523,52.36689225
29.6,0_55,278.46,4490.77,59,13.05,9.720001253,52.36688506
29.7,0_55,278.44,4489.47,59,13.05,9.720001073,52.36687793
29.8,0_55,278.42,4488.15,59,13.14,9.720000894,52.36687069
29.9,0_55,278.39,4486.84,59,13.14,9.720000624,52.36686351
30,0_55,278.37,4485.53,59,13.09,9.720000445,52.36685632
30.1,0_55,278.34,4484.21,59,13.17,9.720000175,52.36684908
30.2,0_55,278.32,4482.9,59,13.1,9.719999995,52.36684189
30.3,0_55,278.3,4481.59,59,13.11,9.719999816,52.36683471
30.4,0_55,278.27,4480.29,59,13.05,9.719999546,52.36682758
30.5,0_55,278.25,4478.98,59,13.12,9.719999367,52.36682039
30.6,0_55,278.22,4477.67,59,13.07,9.719999097,52.36681321
30.7,0_55,278.2,4476.36,59,13.11,9.719998917,52.36680602
30.8,0_55,278.18,4475.05,59,13.12,9.719998738,52.36679884
30.9,0_55,278.15,4473.73,59,13.16,9.719998468,52.36679159
31,0_55,278.13,4472.42,59,13.1,9.719998289,52.36678441
31.1,0_55,278.1,4471.11,59,13.1,9.719998019,52.36677722
31.2,0_55,278.08,4469.8,59,13.14,9.719997839,52.36677004
31.3,0_55,278.06,4468.49,59,13.04,9.71999766,52.36676285
31.4,0_55,278.03,4467.18,59,13.14,9.71999739,52.36675567
31.5,0_55,278.01,4465.87,59,13.14,9.719997211,52.36674848
31.6,0_55,277.98,4464.56,59,13.1,9.719996941,52.3667413
31.7,0_55,277.96,4463.24,59,13.14,9.719996761,52.36673406
31.8,0_55,277.94,4461.93,59,13.16,9.719996582,52.36672687
31.9,0_55,277.91,4460.62,59,13.05,9.719996312,52.36671968
32,0_55,277.89,4459.31,59,13.09,9.719996133,52.3667125
32.1,0_55,277.86,4458,59,13.08,9.719995863,52.36670531
32.2,0_55,277.84,4456.7,59,13.07,9.719995683,52.36669818
32.3,0_55,277.82,4455.39,59,13.09,9.719995504,52.366691
32.4,0_55,277.79,4454.08,59,13.13,9.719995234,52.36668381
32.5,0_55,277.77,4452.76,59,13.12,9.719995055,52.36667657
32.6,0_55,277.74,4451.46,59,13.07,9.719994785,52.36666944
32.7,0_55,277.72,4450.15,60,13.09,9.719994606,52.36666225
32.8,0_55,277.7,4448.83,60,13.14,9.719994426,52.36665501
32.9,0_55,277.67,4447.52,60,13.11,9.719994156,52.36664783
33,0_55,277.65,4446.21,60,13.17,9.719993977,52.36664064
33.1,0_55,277.62,4444.89,60,13.16,9.719993707,52.3666334
33.2,0_55,277.6,4443.58,60,13.11,9.719993528,52.36662622
33.3,0_55,277.58,4442.27,60,13.13,9.719993348,52.36661903
33.4,0_55,277.55,4440.96,60,13.09,9.719993078,52.36661185
33.5,0_55,277.53,4439.65,60,13.06,9.719992899,52.36660466
33.6,0_55,277.5,4438.34,60,13.1,9.719992629,52.36659747
33.7,0_55,277.48,4437.03,60,13.15,9.71999245,52.36659029
33.8,0_55,277.46,4435.71,60,13.16,9.71999227,52.36658305
33.9,0_55,277.43,4434.41,60,13.05,9.719992,52.36657592
34,0_55,277.41,4433.1,60,13.05,9.719991821,52.36656873
34.1,0_55,277.38,4431.79,60,13.1,9.719991551,52.36656155
34.2,0_55,277.36,4430.49,60,13.08,9.719991372,52.36655442
34.3,0_55,277.34,4429.17,60,13.17,9.719991192,52.36654718
34.4,0_55,277.31,4427.85,60,13.14,9.719990922,52.36653994
34.5,0_55,277.29,4426.54,60,13.12,9.719990743,52.36653275
34.6,0_55,277.26,4425.24,60,13.06,9.719990473,52.36652562
34.7,0_55,277.24,4423.92,60,13.17,9.719990294,52.36651838
34.8,0_55,277.22,4422.61,60,13.15,9.719990114,52.36651119
34.9,0_55,277.19,4421.29,60,13.16,9.719989844,52.36650395
35,0_55,277.17,4419.98,60,13.13,9.719989665,52.36649677
35.1,0_55,277.14,4418.66,60,13.15,9.719989395,52.36648953
35.2,0_55,277.12,4417.36,60,13.04,9.719989216,52.3664824
35.3,0_55,277.09,4416.04,60,13.15,9.719988946,52.36647516
35.4,0_55,277.07,4414.73,60,13.16,9.719988766,52.36646797
35.5,0_55,277.05,4413.42,60,13.06,9.719988587,52.36646078
35.6,0_55,277.02,4412.11,60,13.14,9.719988317,52.3664536
35.7,0_55,277,4410.8,60,13.05,9.719988138,52.36644641
35.8,0_55,276.98,4409.49,60,13.11,9.719987958,52.36643923
35.9,0_55,276.95,4408.18,60,13.14,9.719987688,52.36643204
36,0_55,276.93,4406.87,60,13.11,9.719987509,52.36642486
36.1,0_55,276.9,4405.56,60,13.12,9.719987239,52.36641767
36.2,0_55,276.88,4404.25,60,13.07,9.71998706,52.36641048
